I’m a Teacher. I’m About to Quit.,29528,https://medium.com/articles/f7afd11109dd,2021-09-16,,2896,564,5.50,"society,politics,government,education,opinion"
Common side effects of not drinking,29477,https://medium.com/articles/dd44714e619a,2024-01-21,,5459,880,9.29,"alcohol,sober-living,dry-january,social-pressure,friendship"
Vladimir Putin Has Already Won| but Nobody Wants to Admit It,29237,https://medium.com/articles/523a776c5388,2022-03-07,,4009,820,5.67,"life,society,politics,government,opinion"
Goodbye from PS I Love You,27692,https://medium.com/articles/5f7302e419b8,2021-05-21,P.S. I Love You,2324,318,1.68,"writing,ps-i-love-you-newsletter,fiction,poetry,relationships"
Women Settle for Jerks for One Simple Reason,26980,https://medium.com/articles/29061886175b,2020-07-02,P.S. I Love You,4306,240,5.69,"dating,relationships,women,humor,jessica-wildfire"
The Ways You Know It Isn’t Love,26527,https://medium.com/articles/6fdd4ad09eeb,2018-01-07,P.S. I Love You,4206,107,5.93,"love,relationships,dating,heartbreak,kris-gage"
Some of The Very Best Advice| Boiled Down into One-Liners,26131,https://medium.com/articles/47b0c69c0db6,2020-04-21,P.S. I Love You,4231,116,4.52,"love,humor,relationships,self,jessica-wildfire"
Designing for accessibility is not that hard,25558,https://medium.com/articles/c04cc4779d94,2018-06-27,UX Collective,3948,88,11.07,"accessibility,ux,design,design-thinking,editor-picks"
We’re ramping up efforts to protect the Medium community from spam and fraud,24648,https://medium.com/articles/7efaadd76247,2024-03-21,The Medium Blog,1219,451,4.59,"medium,partner-program,artificial-intelligence,product"
Start Here: Introduce Yourself to Everyone on Medium!,24160,https://medium.com/articles/53edfdf6527,2020-10-26,About Me Stories,1311,1767,7.14,"about-me,introduction,first-post,submission-guidelines,writing"
The Golden Rule Of Relationships Nobody Talks About,24048,https://medium.com/articles/8641f932cfc,2019-11-25,P.S. I Love You,5227,98,4.13,"love,relationships,self-improvement,life-lessons,culture"
How to be in the top 1% in 2024,23851,https://medium.com/articles/92266c1fe7ab,2023-12-15,Practice in Public,5427,594,6.51,"productivity,self-improvement,psychology,entrepreneurship,passive-income"
Object-Oriented Programming  —  The Trillion Dollar Disaster,23612,https://medium.com/articles/92a4b666c7c7,2019-07-10,Better Programming,3828,0,26.67,"object-oriented,functional-programming,javascript,design-patterns,programming"
I Left My Cushy Job to Study Depression. Here’s What I Learned.,23070,https://medium.com/articles/b09333489d57,2018-10-11,,3138,103,7.75,"mental-health,culture,life,self-improvement,health"
The Pinterest Paradox: Cupcakes and Toxicity,22423,https://medium.com/articles/57ed6bd76960,2020-08-11,Digital Diplomacy,3027,102,16.81,"silicon-valley,pinterest,gender-equality,sexism,corporate-culture"
World War III Has Already Started| and You’re Fighting It,21813,https://medium.com/articles/e33776836755,2022-02-28,,2265,289,5.04,"life,society,politics,environment,opinion"
Read or Die — Publication Rules,21175,https://medium.com/articles/03813fc16904,2023-12-30,Read or Die!,907,807,2.99,"medium-publications,publication,publications-on-medium,publication-guidelines,publishing"
Why Flutter Uses Dart,21034,https://medium.com/articles/dd635a054ebf,2018-02-26,HackerNoon.com,3096,83,16.50,"flutter,dartlang,dart,mobile,programming-languages"
Sex With Strangers Is Good for You,20808,https://medium.com/articles/f27d925b27a7,2017-12-12,Human Parts,3624,190,5.56,"relationships,humor,dating,love-and-sex,one-night-stand"
The 6th Love Language: Distance,20497,https://medium.com/articles/89e699d6e66e,2020-02-13,P.S. I Love You,3338,117,5.54,"love,romance,relationships,dating,humor"
I’m Not Happy with Medium| Either,20406,https://medium.com/articles/6b306d2cdde,2021-11-05,,1292,191,5.42,"medium,creativity,writing,publishing,social-media"
Okay| Medium. I Get It. I’m Not Good Enough.,20286,https://medium.com/articles/b31f1c76fd94,2022-10-05,,1088,307,6.03,"writing,medium,creativity,equality,publishing"
6 Ways to Be More Likable by Saying Very Little,19782,https://medium.com/articles/273537c47d6b,2019-11-04,P.S. I Love You,4198,50,4.62,"relationships,inspiration,life,life-lessons,michael-thompson"
Owning a Decrepit Shack in The Middle of Nowhere Is The New American Millennial Dream,19551,https://medium.com/articles/d1212f4aa1ca,2021-02-25,The Apeiron Blog,2448,225,6.42,"life,economics,millennials,soceity,politics"
15 Habits of Genuinely Intelligent People,19144,https://medium.com/articles/fd01c0ab52fb,2020-05-13,P.S. I Love You,4255,102,4.30,"relationships,self-improvement,mindfulness,education,jessica-wildfire"
Advice from a 33-Year-Old Who Wants You to Stop Worrying so Much,19083,https://medium.com/articles/6fe722fb23d1,2019-09-14,P.S. I Love You,3988,64,3.96,"life,life-lessons,self-improvement,inspiration,psychology"
Bill Gates: People Don’t Realize What’s Coming,18684,https://medium.com/articles/dc06d3b81c9d,2023-04-13,JavaScript in Plain English,4335,495,12.31,"programming,technology,artificial-intelligence,software-engineering,tech"
Statistically| You Will Marry the Wrong Person. Here’s Why.,18421,https://medium.com/articles/17931d99e9e0,2023-07-14,Better Humans,2407,380,8.98,"love,relationships,dating,self,life-lessons"
The Dangerous Myths of “Passion”,18331,https://medium.com/articles/e22546deb454,2018-03-18,splattered,2352,124,6.07,"entrepreneurship,humor,creativity,art,writing"
A Nude ‘Playboy’ Photo Has Been a Mainstay in Testing Tech for Decades,17997,https://medium.com/articles/b8cdb434dce1,2019-11-26,OneZero,3822,132,5.26,"software-engineering,digital-life,history,women,industry"
SEO is Not Hard — A step-by-step SEO Tutorial for beginners that will get you ranked every single…,17857,https://medium.com/articles/1b903b3ab6bb,2016-08-05,Startup Grind,4638,520,25.46,"seo,marketing,growth-hacking,growth,startup"
A Quick Guide on Building Your Audience From Scratch,17852,https://medium.com/articles/bf4d868f13ee,2021-07-12,Creators Hub,3684,1066,4.54,"find-your-reader,growth,audience-engagement,writing-tips,community"
Texas Proves We Live in a Culture of Toxic Individualism,17815,https://medium.com/articles/f25b0bfb3360,2021-02-18,The Apeiron Blog,2274,299,5.03,"society,equality,government,news,politics"
How to Scorch a Casual Gaslighter,17783,https://medium.com/articles/63e0d6a3f67d,2019-12-18,,2647,104,5.65,"life,self-improvement,mental-health,relationships,equality"
How to Smoke a Gaslighter,17296,https://medium.com/articles/6c0284f935bb,2018-11-27,splattered,2342,148,3.93,"life,humor,self-improvement,relationships,culture"
10 Fatal Mistakes that Kill Conversations,17003,https://medium.com/articles/4453deb8a1db,2019-12-26,,3689,76,5.37,"life-lessons,relationships,self-improvement,culture,networking"
Yeah| It’s That Bad,16934,https://medium.com/articles/b0ad06ba91d6,2021-08-01,,1786,225,6.90,"society,coronavirus,politics,opinion,life"
Practice the 4 Percent Rule to Get Exactly What You Want,16914,https://medium.com/articles/bac4b6cf80de,2019-08-20,The Startup,3072,74,6.05,"life-lessons,humor,relationships,work,success"
What Most Guys Don’t Understand About Why Women Don’t Date Nice Guys,16860,https://medium.com/articles/235133a3da62,2019-05-29,Moments,2345,262,4.89,"relationships,feminism,dating,men,women"
Masturbate whenever you can,16844,https://medium.com/articles/8efdb8514d4f,2017-12-09,splattered,2072,74,5.76,"sex,humor,sexuality,self,health"
The Best Reason a Guy Ever Gave for Why I Should Sleep With Him,16841,https://medium.com/articles/88971f8fbaba,2021-04-27,P.S. I Love You,2561,125,6.91,"relationships,self,women,life-lessons,psychology"
The Cold Mountain Effect Explains Why Incredibly Talented People Struggle to Achieve Their Goals,16836,https://medium.com/articles/2935b2af79cc,2020-10-15,Curious,2524,122,5.79,"writing,creativity,productivity,self-improvement,publishing"
Here’s Why You’re Broke| According to Wealthy Americans who Skim My Articles,16809,https://medium.com/articles/e44c05673d0d,2021-06-23,,1792,279,9.39,"wealth,money,economics,society,equality"
About Me — Quy Ma,16791,https://medium.com/articles/9136ace33246,2020-10-17,About Me Stories,814,267,11.75,"writing,about-me,creativity,self,introduction"
10 Habits of Deeply Angry People,16581,https://medium.com/articles/65ec9a7c6b6b,2020-04-13,P.S. I Love You,3138,117,8.13,"relationships,mindfulness,stress,self,jessica-wildfire"
$150|000 Amazon Engineer vs. $300|000 Google Engineer,16517,https://medium.com/articles/b0976793cf56,2022-10-02,Level Up Coding,1864,78,3.07,"amazon,google,faang,company-culture,software-development"
We’re Screwed,16333,https://medium.com/articles/ea9f39c7460f,2021-07-03,An Injustice!,1510,199,7.63,"society,government,equality,climate-change,opinion"
I Built an App in 6 Hours that Makes $1|500/Mo,16137,https://medium.com/articles/85139edee87d,2024-01-23,,3886,381,2.21,"programming,web-development,software-development,seo,blogging"
Things Anti-Vaxxers Told Me This Week,15888,https://medium.com/articles/d04e535c4519,2021-08-09,,1835,266,6.09,"society,health,coronavirus,opinion,politics"
The Pandemic Will End The Only Way It Can — The Hard Way,15844,https://medium.com/articles/9770f003da9,2021-08-07,,2017,240,5.27,"society,government,politics,media,coronavirus"
Did Medium’s New CEO Just Call Me “Divisive” and “Under-Informed?”,15648,https://medium.com/articles/27237c3efe8,2022-10-07,,823,209,4.98,"medium,writing,publishing,creativity,opinion"
*Know Thyself New Submissions Guidelines*,15613,https://medium.com/articles/99feb24d713b,2022-03-12,"Know Thyself, Heal Thyself",614,1289,2.84,"know-thyself-heal-thyself,inspiration,creativity,short-story,energy"
I’m Sick with Covid| and The Zombie Apocalypse Has Started,15581,https://medium.com/articles/9155b0e5cc19,2022-07-14,,1213,250,4.76,"society,life,culture,politics,opinion"
We’re Tired of Reading About How You Became a Millionaire,15316,https://medium.com/articles/e95287a8f499,2021-05-01,The Post-Grad Survival Guide,1500,178,5.58,"society,humor,money,creativity,life"
Write For Us! — Word Garden,14977,https://medium.com/articles/8b69afc86458,2024-01-08,Word Garden,1108,1887,3.13,"garden-words,write-for-us,writing-tips,personal-branding,nonfiction"
How to be Rational about Rationality,14735,https://medium.com/articles/432e96dd4d1a,2017-08-21,INCERTO,1835,94,10.81,"philosophy,rationality,religion,chri,economics"
Prove everyone wrong,14719,https://medium.com/articles/e4221c4cabb5,2017-12-17,splattered,1471,104,7.74,"life-lessons,creativity,entrepreneurship,self,humor"
Online Creators Are Boring As Hell,14524,https://medium.com/articles/58f1256b9d9c,2023-03-15,,1051,389,4.13,"writing,social-media,content-marketing,internet,copywriting"
Here’s Why Nobody Wants to Work Anymore (Again),14317,https://medium.com/articles/480acf3ccb00,2022-01-25,An Injustice!,1236,164,5.71,"life,society,politics,economy,opinion"
Girls in Yoga Pants Are Going to Explain The Higher Education Apocalypse to You,14249,https://medium.com/articles/1aec4cecd7f8,2022-10-03,,1036,172,5.71,"life,society,education,culture,politics"
Medium is for human storytelling| not AI-generated writing,13923,https://medium.com/articles/b5f7ffdc96cf,2023-07-31,The Medium Blog,891,257,2.97,"medium,ai,ai-generated-content,ai-assisted-writing,human-stories"
Life in Stupid America,13870,https://medium.com/articles/9d19942a0e84,2021-07-06,,1350,204,5.70,"society,politics,government,culture,opinion"
11 Signs Someone Has Authentic Confidence,13836,https://medium.com/articles/3eea83f11fea,2020-06-16,P.S. I Love You,2634,54,4.29,"relationships,self-improvement,confidence,life-lessons,life"
You Don’t Have to Love Your Family,13769,https://medium.com/articles/fcf66b5a151d,2017-08-20,The Hit Job,1630,180,4.87,"life-lessons,family,humor,satire,advice"
I Wrote Every Day for 270 Days. It Was a Waste of Time,13751,https://medium.com/articles/68188acf3b64,2023-10-17,The Startup,1360,403,3.23,"writing,marketing,self-improvement,habits,entrepreneurship"
Write A Catalyst — A Publication,13669,https://medium.com/articles/4725db082400,2024-01-27,Write A Catalyst,642,969,4.50,"write-a-catalyst,write-for-us,writing-tips,writers-on-medium,nonfiction"
Marking the Web’s 35th Birthday: An Open Letter,13581,https://medium.com/articles/ebb410cc7d42,2024-03-12,,1302,196,4.19,
We’re Starting to Feel Like There’s Nothing Left to Lose,13528,https://medium.com/articles/e97947732b1a,2021-10-27,An Injustice!,1237,187,5.30,"society,politics,government,life,economy"
We are ALWAYS Looking for Writers!,13464,https://medium.com/articles/1d196a85541e,2023-04-24,The Taoist Online,1035,439,2.45,"philosophy,call-for-writers,call-for-submissions,write-for-us,religion"
I Overexplain Today Because I Was Gaslighted as a Child,13397,https://medium.com/articles/193a5aaa83b5,2021-03-21,P.S. I Love You,2113,108,3.06,"trauma,family,self,relationships,psychology"
Don’t Be Stupid — Post Your Words on More Than One Platform,13380,https://medium.com/articles/d2056dc33be,2021-11-13,,972,242,4.90,"writing,blogging,creator-economy,publishing,publishing-platforms"
One Book Explains Everything That’s Wrong with America in 2020,13336,https://medium.com/articles/1c67b2a4111f,2020-08-23,The Apeiron Blog,1680,195,6.06,"culture,politics,election-2020,society,equality"
A Guide to Living Your Unlived Life,13153,https://medium.com/articles/957700d2653b,2018-10-04,Human Parts,1199,42,37.59,"self-improvement,life-lessons,mindfulness,videogames,more-to-that"
Can You Enjoy Work Too Much?,13132,https://medium.com/articles/3d5083a0da5a,2018-09-10,,1579,57,5.76,"life-lessons,humor,entrepreneurship,self-improvement,creativity"
Nobody Will Ever Give a Flying F*ck What Teachers Think| So Here’s Some Photos of Women Bathing,13065,https://medium.com/articles/f1aaa4335b95,2021-05-28,,1118,142,6.25,"education,humor,satire,teaching,society"
I Went on the Dark Web and Instantly Regretted It,12905,https://medium.com/articles/ba768514fbad,2024-03-13,ILLUMINATION,1935,291,7.15,"tech,art,creativity,crime,technology"
The Tragic Downfall of National Geographic,12900,https://medium.com/articles/e0547bbbda90,2023-08-25,Bouncin’ and Behavin’ Blogs,1097,217,5.32,"science,media,economics,culture,nonfiction"
Vindictive Morality is Going to Get Us All Killed,12882,https://medium.com/articles/c5184b6bebba,2021-03-19,The Apeiron Blog,1339,136,6.34,"society,culture,women,politics,equality"
JOIN US!— Wake. Write. Win.,12881,https://medium.com/articles/05960c1a0dbe,2024-02-10,Wake. Write. Win.,536,577,4.51,"write-for-us,medium-publications,new-publication,writing,writing-tips"
Have you found your true calling in life yet?,12850,https://medium.com/articles/3c7521362596,2023-07-26,,663,151,5.32,"life-lessons,philosophy,business-strategy,real-estate,business-development"
No| We Can’t Just Leave Assholes Alone Anymore,12817,https://medium.com/articles/79d37816a3da,2021-07-01,,1190,158,6.33,"society,equality,social-justice,life,opinion"
The Best Sex Advice a Man Can Learn,12809,https://medium.com/articles/73c0895d0ff1,2018-07-13,P.S. I Love You,1783,70,7.12,"sex,sexuality,manhood,relationships,personal-growth"
What Happened to Sarah Everard Happens All The Time,12662,https://medium.com/articles/bebe895443e2,2021-03-12,The Virago,1289,72,5.17,"women,equality,relationships,society,crime"
I’m an (Actual) Detective: Here are 7 Signs That Someone Is Lying to You,12653,https://medium.com/articles/a7e933521f49,2024-03-10,ILLUMINATION-Curated,1365,174,5.65,"this-happened-to-me,ideas,advice,mental-health,life-lessons"
Women Are Getting Pulled Over For Attempted Abortion| and It’s Just The Beginning,12552,https://medium.com/articles/bd65392e1e8,2022-07-19,An Injustice!,840,163,6.14,"life,government,society,politics,opinion"
P.S. I Love You Submissions Guidelines (Updated 06/28/21),12367,https://medium.com/articles/9a7974fe532,2017-07-20,P.S. I Love You,1457,155,6.52,"writing,love,ps-i-love-you,creativity,submission-guidelines"
Maybe You Don’t Need a Friend. Maybe You Need Something Else.,12338,https://medium.com/articles/28d32037f990,2023-04-08,An Injustice!,761,183,6.40,"life,society,friendship,relationships,culture"
Write For Us,12327,https://medium.com/articles/77f21f3ef398,2018-02-11,Live Your Life On Purpose,1211,6686,0.78,"self-improvement,life-lessons,health,productivity,inspiration"
Toxic Positivity is Turning Us Into Terrible People,12313,https://medium.com/articles/4bee83ca635e,2021-07-25,An Injustice!,1381,141,5.56,"society,equality,life,mental-health,opinion"
Women Are Giving Up on Men and Retreating from Public Spaces,12302,https://medium.com/articles/8fe11a23a8b4,2023-07-07,,870,187,4.44,"life,society,women,relationships,feminism"
The Sexiest Things You Can Ever Do for Her,12153,https://medium.com/articles/58743b354c51,2020-01-05,,2210,45,4.39,"relationships,dating,love,humor,marriage"
Use This Ancient Technique to Shut Down Any B.S. Artist,12143,https://medium.com/articles/412f60924959,2020-01-10,The Post-Grad Survival Guide,2008,56,6.10,"self-improvement,work,relationships,language,coaching-corner"
Before My Son Killed a Man,12134,https://medium.com/articles/c00a1cd1d912,2024-02-22,Age of Empathy,571,196,10.91,"memoir,parenting,grief,nonfiction,true-crime"
The Terrible Price of the Un-Lived Life,12124,https://medium.com/articles/3d87fcdbd416,2019-12-31,P.S. I Love You,1637,79,4.69,"self,lifestyle,mindfulness,mental-health,personal-growth"
The Brain Science Behind Aging and Forgetting,12043,https://medium.com/articles/1954c5c094ab,2024-03-07,Wise & Well,906,200,4.89,"health,brain-health,aging,memory-loss,wisdom"
The Untold Story Behind The Key Bridge Collapse in Baltimore,12027,https://medium.com/articles/b29c99d419dd,2024-03-30,Corporate Underbelly,707,175,5.98,"immigration,cities,transportation,society,equality"
We Don’t Care About Your Precious Office Culture| You Can Keep It,11996,https://medium.com/articles/bf811bd25c76,2021-05-10,The Post-Grad Survival Guide,1189,120,6.09,"work,work-life-balance,creativity,society,equality"
The Titanic Was on Fire for Days Before It Sank,11940,https://medium.com/articles/94fa26471dfa,2018-10-29,Dialogue & Discourse,1647,64,6.98,"history,technology,design,life,economics"
I’ll Tell You Exactly Why Nobody’s Having Kids Anymore,11915,https://medium.com/articles/7e77f701379d,2022-01-06,,1103,233,5.08,"life,society,politics,family,government"
Boosting the boost,11895,https://medium.com/articles/d983f0552ab9,2022-12-05,The Medium Blog,448,172,3.74,"medium,partner-program"
The Top 3 Reasons Why You’re Not That Successful,11847,https://medium.com/articles/23b7cf5f93a3,2023-01-02,,786,138,5.74,"life,society,money,equality,culture"
Say Goodbye to The American Dream,11735,https://medium.com/articles/2ac178fa8428,2021-06-22,,1392,204,5.96,"society,economics,equality,politics,government"
Americans Have Finally Started Killing Over Mayonnaise,11722,https://medium.com/articles/8c8366cc8e7e,2022-06-27,An Injustice!,741,126,5.62,"life,society,politics,culture,opinion"
The Five Levels of Remote Work — and why you’re probably at Level 2,11667,https://medium.com/articles/ccaf05a25b9c,2020-03-29,The Startup,2701,53,9.28,"work,leadership,remote-working,entrepreneurship,business"
The Minimum Wage Debate Has Nothing to Do with The Economy,11614,https://medium.com/articles/28aefcda2fa0,2021-03-06,An Injustice!,1118,131,5.45,"economy,equality,society,politics,government"
Meet 70+ publishers in the Boost Nomination Pilot,11611,https://medium.com/articles/bb4923442864,2023-09-18,The Medium Blog,512,114,16.25,"boost,medium,publications-on-medium,writing,product"
You’re Wasting Your Time Trying to Build an Audience,11463,https://medium.com/articles/a5efe17ddd5c,2023-10-25,The Startup,1335,235,6.83,"content-creation,marketing,making-money-online,content-marketing,creator-economy"
My Bosses Gave Me a Chocolate Bar for a Raise| so I Sorta Quit,11446,https://medium.com/articles/402e7c79be3a,2022-09-09,,736,93,4.61,"life,society,work,culture,opinion"
It’s Time for All The Highly Successful People to Come Clean,11382,https://medium.com/articles/89a751304b1e,2021-04-06,Curious,1090,138,5.10,"society,life,self,equality,creativity"
I Read About Nazi Wives And Had A Chilling Realization,11310,https://medium.com/articles/1b0773fa2925,2023-12-10,History of Women,1042,171,5.01,"book-review,nazis,history,women,feminism"
The Meaning of Life Is Absurd,11283,https://medium.com/articles/ecd870bfa3e6,2019-07-02,Human Parts,1676,74,10.29,"life,philosophy,mindfulness,self-improvement,more-to-that"
Kylie Jenner Wants You to Pay for Her Makeup Artist’s Brain Surgery,11268,https://medium.com/articles/ee577c98fc3a,2021-03-21,The Virago,1220,101,6.66,"society,life,culture,social-media,equality"
I’m Not Sexist| Your [sic] Just Stupid,11175,https://medium.com/articles/4972d2b57862,2019-05-20,splattered,1182,110,6.49,"feminism,humor,culture,equality,women"
Why You’re a Brainwashed Little Sheep| According to Anti-Vaxxers and Covidiots,11151,https://medium.com/articles/3bce8786f6b4,2021-08-05,,1176,192,7.15,"society,coronavirus,health,politics,opinion"
They’re Getting The Crash They Deserve,11097,https://medium.com/articles/f4e7a5a9bbd9,2022-01-21,An Injustice!,1063,147,5.31,"society,life,money,economy,opinion"
UX/UI Design Trends Going Into 2024,11067,https://medium.com/articles/ca43a839b541,2023-12-13,Prototypr,3431,129,9.30,"ux-design,ui-design,design,design-trends,product-design"
Suburban Survivalism Demonstrates The Most Obnoxious Brand of Privilege,10937,https://medium.com/articles/16431704a4aa,2021-02-18,An Injustice!,1325,152,5.08,"society,culture,humor,life,equality"
Enough with Lifestyle Porn Already,10897,https://medium.com/articles/a04489093a91,2021-04-09,An Injustice!,1199,103,6.15,"society,equality,environment,future,life"
Nobody Wants to Teach Anymore,10884,https://medium.com/articles/66f09b877b11,2022-08-06,,812,205,6.04,"life,society,education,politics,opinion"
No Matter What Misery Life Hands You| Handle It — My Story,10880,https://medium.com/articles/e936f08a1ea7,2020-06-08,ILLUMINATION,329,130,6.84,"self-improvement,this-happened-to-me,writing,travel,life"
What MDMA Therapy Did For Me,10836,https://medium.com/articles/41ffe5f15971,2018-11-13,Mission.org,1486,79,30.53,"mental-health,mdma,therapy"
How to get ahead of 99% of people,10675,https://medium.com/articles/af4c2e14f007,2023-04-02,,2498,255,4.96,"psychology,productivity,growth-mindset,mindfulness,entrepreneurship"
What falling in love feels like.,10646,https://medium.com/articles/63e19c331589,2023-08-16,,1354,92,1.91,"love,poetry,romance,poetry-on-medium,relationships"
They Know Exactly What They’re Doing When They Do It,10628,https://medium.com/articles/b056dd9d4b6a,2021-12-05,,873,167,5.39,"politics,culture,government,life,society"
We Can’t Keep Going Like This,10619,https://medium.com/articles/d9e65d795919,2021-06-13,Age of Empathy,872,133,7.54,"society,politics,culture,government,opinion"
Knowledge as an Action,10608,https://medium.com/articles/b3e9a5e239c9,2018-05-02,Human Parts,1186,36,18.68,"life-lessons,philosophy,wisdom,mindfulness,more-to-that"
10 Habits of Every Karen,10605,https://medium.com/articles/f81401630987,2020-05-08,P.S. I Love You,1562,182,5.15,"relationships,culture,life-lessons,humor,jessica-wildfire"
What Real Confidence Looks Like,10581,https://medium.com/articles/3a5e84f57e4e,2020-02-01,The Startup,1862,25,4.46,"self-improvement,relationships,confidence,leadership,emotional-intelligence"
Maybe You Don’t Have to Be Likable,10542,https://medium.com/articles/3fa846f129d4,2023-06-08,,731,136,5.32,"life,relationships,friendship,society,work"
What Turns Her On Isn’t What You Think At All,10523,https://medium.com/articles/d8e100058f15,2019-12-16,Sexography,1490,66,8.81,"dating,love,relationships,self-improvement,humor"
My Husband Had Settled for Me,10392,https://medium.com/articles/a105f7338cc2,2019-11-04,P.S. I Love You,1388,66,9.22,"love,relationships,this-happened-to-me,self,self-improvement"
Earthquakes in Japan: We are Always Prepared,10363,https://medium.com/articles/0957c25ecf37,2024-01-02,,739,231,5.86,"japan,disaster,safety,culture,earthquake"
It’s Hard to Describe What’s About to Happen in America,10304,https://medium.com/articles/4663fd19cbcb,2021-12-22,,862,199,5.32,"politics,government,life,society,opinion"
Date Like A Jedi — Six (Secret) Weapons To A Dating Life You Love,10258,https://medium.com/articles/6388c73bcc9a,2019-08-24,P.S. I Love You,1867,50,6.65,"dating,relationships,psychology,self,mindfulness"
The Riddle of the Well-Paying| Pointless Job,10213,https://medium.com/articles/b7ae4d1d95d9,2019-11-05,Human Parts,1578,63,10.35,"self,work,self-improvement,mindfulness,more-to-that"
I Wish Everyone Spent a Few Years in Poverty| Like I Did,10202,https://medium.com/articles/9f179ac6c71f,2021-02-02,Curious,870,93,7.45,"society,life,money,mental-health,equality"
An incomplete list of skills senior engineers need| beyond coding,10201,https://medium.com/articles/8ed4a521b29f,2021-06-06,,2124,48,1.47,
Maybe Killing Twitter Was The Point,10191,https://medium.com/articles/51eda25774a8,2022-11-18,,648,146,4.88,"life,society,culture,social-media,technology"
It’s Time To Ditch The Abundance Mindset — It Paves The Way to Inequality,10139,https://medium.com/articles/e00d3300af20,2021-06-02,,878,116,5.98,"society,equality,politics,life,money"
You Should Never Have to “Fight” for a Relationship,10135,https://medium.com/articles/47ba64901240,2019-01-24,splattered,1513,43,5.38,"relationships,love,life,dating,culture"
The Last Time I Had Sex With My Wife,10106,https://medium.com/articles/665fb386b0b5,2020-08-27,P.S. I Love You,1669,76,5.09,"love,marriage,relationships,sex,divorce"
What It’s Like to Date Women| According to Men I Know,10085,https://medium.com/articles/224ecb769545,2020-09-02,P.S. I Love You,1501,118,6.55,"dating,relationships,humor,women,jessica-wildfire"
More Than 50 Percent of Men Are Scared Women Will Find Them Creepy,10018,https://medium.com/articles/d9b2e03588de,2023-06-16,,764,190,4.91,"society,women,feminism,relationships,dating"
How Natural Selection Screwed Us,9996,https://medium.com/articles/be08be6ed482,2018-07-27,Human Parts,1053,25,14.49,"philosophy,evolution,life-lessons,self-improvement,more-to-that"
Follower Booster Hub Publication — Easiest Way for You to Get Boosted with Followers,9956,https://medium.com/articles/c63fabd0e597,2024-01-12,Follower Booster Hub,411,263,4.26,"followforfollow,follower-booster-hub,new-writers,followers,writing"
How I Learned Beauty Can Be a Curse,9940,https://medium.com/articles/fb9b99b189b6,2020-03-09,P.S. I Love You,1676,115,4.03,"family,relationships,beauty,lifestyle,self-improvement"
It’s About Time to Think About Saving Your Own Skin,9909,https://medium.com/articles/dc641841a142,2022-02-14,,833,137,5.29,"life,society,government,politics,opinion"
How You Drink Your Coffee Shows Who You Are,9901,https://medium.com/articles/65f79fd85d8f,2022-10-17,Minds Without Borders,813,283,4.80,"life,coffee-culture,european-culture,coffee,american-work"
